TYPE,SUBLOCALITY,PRICE,PROPERTYSQFT,BEDS,BATH
Multi-family home for sale,Kings County,1299999,4125.0,12,6.0
House for sale,Richmond County,758800,1633.0,3,2.0
Condo for sale,Brooklyn,1795000,1245.0,2,2.0
Condo for sale,New York,21500000,4179.0,5,6.0
Pending,Queens,559900,1217.0,2,1.0
Condo for sale,Queens,780000,1236.0,3,3.0
Co-op for sale,Queens,173000,500.0,3,1.0
House for sale,Richmond County,995000,2200.0,4,2.0
Condo for sale,New York,1649000,800.0,1,1.0
House for sale,Bronx,575000,1390.0,3,1.0
Co-op for sale,Brooklyn,800000,1200.0,2,1.0
Condo for sale,Brooklyn,1750000,1320.0,2,2.0
Condo for sale,New York,2750000,1488.0,2,2.0
Condo for sale,New York,26000000,4859.0,5,6.0
Condo for sale,New York,3999999,1997.0,2,2.0
Condo for sale,New York,2295000,1615.0,3,3.0
Multi-family home for sale,Richmond County,689900,2448.0,3,4.0
House for sale,Kings County,3850000,4374.0,4,4.0
Co-op for sale,The Bronx,243000,965.0,2,1.0
Multi-family home for sale,Bronx,915000,1896.0,8,3.0
Condo for sale,Queens,599888,826.0,1,1.0
Condo for sale,Brooklyn,688000,982.0,3,2.0
House for sale,Bronx,950000,1308.0,3,2.0
Co-op for sale,Queens,249000,750.0,1,1.0
Multi-family home for sale,Kings County,2499000,3700.0,7,8.0
Condo for sale,Queens,409000,559.0,1,1.0
Condo for sale,Queens,630000,750.0,2,2.0
Multi-family home for sale,Kings County,2499000,3700.0,7,8.0
Condo for sale,Brooklyn,874000,915.0,2,2.0
Co-op for sale,Queens,175000,627.0,1,1.0
Condo for sale,Brooklyn,3000000,1600.0,1,2.0
Condo for sale,New York,2400000,1427.0,1,2.0
Townhouse for sale,New York,14995000,6000.0,5,5.0
Co-op for sale,Queens,299999,850.0,1,1.0
Co-op for sale,The Bronx,120000,1100.0,2,1.0
Condo for sale,New York,1995000,1376.0,3,2.0
Condo for sale,Queens,1400000,1625.0,3,2.0
Condo for sale,Brooklyn,1080000,941.0,1,1.0
House for sale,Queens,1499000,3200.0,5,4.0
House for sale,Richmond County,1200000,2173.0,4,2.0
Multi-family home for sale,New York,2500000,2660.0,7,4.0
House for sale,Bronx,715000,1866.0,4,2.0
Condo for sale,New York,925000,1033.0,2,2.0
Multi-family home for sale,Bronx,750000,3327.0,5,3.0
Condo for sale,Manhattan,2795000,1372.0,2,2.0
Multi-family home for sale,Bronx,1100000,3312.0,8,3.0
Pending,Queens,780000,1900.0,3,2.0
Co-op for sale,New York,1199000,1000.0,2,2.0
Condo for sale,Brooklyn,2850000,1912.0,3,2.0
Multi-family home for sale,Bronx,680000,2375.0,3,2.0
Multi-family home for sale,Kings County,2700000,8000.0,16,8.0
Multi-family home for sale,Bronx,900000,2028.0,8,5.0
House for sale,Kings County,1049000,1683.0,3,1.0
Co-op for sale,Brooklyn,245000,550.0,1,1.0
Condo for sale,Brooklyn,695000,1080.0,2,2.0
Contingent,Richmond County,436000,912.0,2,1.0
Multi-family home for sale,Kings County,928000,1640.0,3,4.0
Pending,Queens,938000,1700.0,2,2.0
Co-op for sale,Brooklyn,199000,550.0,1,1.0
Co-op for sale,Kings County,475000,975.0,2,1.0
Condo for sale,Brooklyn,815000,1000.0,2,2.0
Condo for sale,Brooklyn,474000,750.0,2,1.0
Condo for sale,New York,2350000,1572.0,2,2.0
Co-op for sale,New York,1325000,1250.0,2,2.0
House for sale,New York,6600000,5110.0,8,5.0
Co-op for sale,Brooklyn,590000,800.0,2,1.0
Condo for sale,Brooklyn,695000,1080.0,2,2.0
Condo for sale,New York,610000,673.0,1,1.0
Pending,Queens,1238000,1550.0,3,2.0
Contingent,Richmond County,699888,1870.0,3,2.0
Condo for sale,New York,1299000,1066.0,1,2.0
House for sale,Richmond County,632000,1496.0,4,2.0
House for sale,Richmond County,632000,1496.0,4,2.0
Condo for sale,Brooklyn,800000,850.0,2,1.0
Condo for sale,Brooklyn,725000,696.0,1,1.0
Co-op for sale,Queens,349500,900.0,1,1.0
Condo for sale,New York,550000,446.0,3,1.0
Co-op for sale,Queens,398000,1000.0,3,1.0
Co-op for sale,New York,329000,850.0,2,1.0
House for sale,Richmond County,968000,2845.0,3,2.0
Pending,New York,2750000,2900.0,3,4.0
Condo for sale,Queens,498000,785.0,1,1.0
Townhouse for sale,Kings County,1675000,2100.0,5,2.0
Co-op for sale,Brooklyn,280000,850.0,1,1.0
Condo for sale,New York,1250000,855.0,1,1.0
Multi-family home for sale,Richmond County,1499000,3450.0,6,4.0
Condo for sale,New York,2649000,1699.0,3,3.0
Condo for sale,Brooklyn,385000,919.0,2,1.0
Multi-family home for sale,Bronx,1799000,4140.0,7,2.0
Pending,Queens,1688000,2880.0,4,3.0
Co-op for sale,Brooklyn,179000,600.0,1,1.0
Condo for sale,New York,2100000,1638.0,3,3.0
Townhouse for sale,Bronx,615000,1664.0,3,2.0
Co-op for sale,Brooklyn,323000,800.0,1,1.0
Condo for sale,Queens,880000,713.0,1,1.0
Condo for sale,New York,1500000,1334.0,2,2.0
Co-op for sale,New York,1296000,1200.0,2,2.0
Co-op for sale,New York,3395000,3111.0,4,3.0
Co-op for sale,Brooklyn,450000,1100.0,2,1.0
Condo for sale,Queens,649000,1770.0,3,2.0
Pending,New York,1295000,2000.0,2,2.0
Co-op for sale,Brooklyn,265000,900.0,2,1.0
Multi-family home for sale,Bronx,1350000,3318.0,9,3.0
Pending,Kings County,4650000,4734.0,6,4.0
Pending,Queens,680000,1536.0,4,2.0
House for sale,Kings County,749000,1400.0,3,2.0
Co-op for sale,Brooklyn,398000,900.0,3,1.0
Condo for sale,Queens,680000,847.0,2,2.0
Townhouse for sale,Kings County,2250000,1360.0,4,2.0
Pending,Richmond County,550000,1520.0,3,2.0
Townhouse for sale,New York,4995000,7868.0,6,6.0
Pending,New York,2650000,2500.0,5,2.0
House for sale,New York,7188000,4108.0,3,3.0
Townhouse for sale,Bronx,1500000,6375.0,14,7.0
Condo for sale,Queens,799000,868.0,2,2.0
Townhouse for sale,Kings County,3460000,2484.0,2,2.0
House for sale,Bronx,629000,1575.0,3,2.0
Townhouse for sale,Kings County,2850000,1725.0,4,4.0
Townhouse for sale,Bronx,1500000,6375.0,14,7.0
Townhouse for sale,Bronx,1100000,3944.0,9,3.0
Pending,Richmond County,599000,1392.0,3,3.0
Condo for sale,New York,4250000,1778.0,2,2.0
Co-op for sale,New York,925000,1700.0,3,2.0
Condo for sale,Brooklyn,1695000,1035.0,2,2.0
Condo for sale,Queens,599000,958.0,1,1.0
Co-op for sale,New York,1250000,1350.0,2,2.0
Condo for sale,Brooklyn,610000,923.0,3,2.0
Multi-family home for sale,Queens,2299000,2700.0,8,5.0
Co-op for sale,New York,2395000,3600.0,4,4.0
Condo for sale,Queens,1080000,1545.0,2,2.0
Multi-family home for sale,Kings County,2250000,5200.0,10,5.0
Co-op for sale,Queens,588888,1150.0,3,2.0
Condo for sale,Brooklyn,1199000,1080.0,2,1.0
House for sale,Bronx,1390000,1276.0,3,2.0
Multi-family home for sale,Kings County,1150000,2400.0,6,3.0
Condo for sale,The Bronx,650000,1013.0,2,2.0
House for sale,Kings County,599999,1340.0,3,2.0
Co-op for sale,The Bronx,395000,950.0,2,1.0
Co-op for sale,Queens,299000,700.0,1,1.0
Condo for sale,Queens,549000,1113.0,2,2.0
Condo for sale,Brooklyn,1350000,1066.0,2,2.0
Condo for sale,Queens,499000,571.0,1,1.0
Condo for sale,Queens,1351242,1026.0,2,2.0
Co-op for sale,Brooklyn,249000,830.0,2,1.0
Condo for sale,Brooklyn,479000,1096.0,1,2.0
Condo for sale,Brooklyn,1899000,1757.0,3,2.0
Co-op for sale,Queens,275000,694.0,1,1.0
Condo for sale,New York,2150000,1711.0,2,2.0
Co-op for sale,New York,1999000,1950.0,3,3.0
House for sale,Kings County,1588000,2580.0,5,2.0
Townhouse for sale,Kings County,3200000,2976.0,7,4.0
Condo for sale,Queens,1745000,1574.0,2,2.0
House for sale,Richmond County,1488000,2886.0,3,2.0
Condo for sale,New York,1494000,1444.0,1,2.0
Multi-family home for sale,Kings County,1108900,2664.0,6,2.0
Multi-family home for sale,Kings County,3200000,3040.0,3,4.0
House for sale,Richmond County,650000,1110.0,3,2.0
Townhouse for sale,Kings County,2050000,8049.0,12,8.0
Multi-family home for sale,Kings County,1998000,5890.0,19,8.0
House for sale,Richmond County,1250000,2755.0,5,4.0
Co-op for sale,New York,749000,1000.0,2,1.0
Contingent,Richmond County,235000,301.0,3,1.0
Multi-family home for sale,Bronx,1215000,5250.0,13,7.0
Co-op for sale,New York,2465000,1400.0,2,2.0
Co-op for sale,New York,439000,475.0,3,1.0
Condo for sale,Brooklyn,975000,930.0,2,2.0
Condo for sale,Snyder Avenue,650000,1050.0,3,1.0
Townhouse for sale,Kings County,2550000,3900.0,8,4.0
House for sale,New York,3200000,5000.0,6,5.0
Condo for sale,New York,1999999,2743.0,4,4.0
Condo for sale,Brooklyn,460000,518.0,1,1.0
Condo for sale,Kings County,1395000,1003.0,2,2.0
Multi-family home for sale,Queens,1990000,2100.0,6,5.0
Townhouse for sale,Kings County,2980000,3210.0,6,3.0
House for sale,New York,3498000,2046.0,2,2.0
House for sale,Richmond County,2595000,4950.0,7,6.0
Condo for sale,New York,3995000,1283.0,2,2.0
Multi-family home for sale,Kings County,589000,1560.0,3,2.0
Co-op for sale,Queens,1139000,1800.0,3,2.0
Multi-family home for sale,Kings County,4500000,4725.0,3,5.0
Condo for sale,Brooklyn,2695000,1927.0,2,2.0
Co-op for sale,The Bronx,125000,728.0,1,1.0
Condo for sale,New York,625000,692.0,1,1.0
Multi-family home for sale,Kings County,2375000,4164.0,9,5.0
Co-op for sale,Brooklyn,545000,1050.0,1,1.0
Condo for sale,Brooklyn,599000,935.0,1,1.0
Co-op for sale,Flushing,538000,1200.0,2,2.0
Condo for sale,Staten Island,342990,900.0,2,1.0
Co-op for sale,New York,1500000,1600.0,2,2.0
House for sale,Kings County,939000,1700.0,3,2.0
Condo for sale,New York,3150000,2263.0,4,3.0
Multi-family home for sale,Kings County,1750000,2146.0,6,3.0
House for sale,Kings County,720000,2200.0,3,3.0
House for sale,Kings County,1199999,1728.0,5,3.0
House for sale,Queens,710000,1400.0,3,2.0
Co-op for sale,Brooklyn,200000,700.0,1,1.0
Co-op for sale,Brooklyn,699000,1400.0,2,2.0
House for sale,Kings County,1199999,1728.0,5,3.0
House for sale,Kings County,939000,1700.0,3,2.0
Multi-family home for sale,Brooklyn,3000000,12720.0,24,16.0
Co-op for sale,The Bronx,559000,1200.0,3,2.0
Multi-family home for sale,Richmond County,1050000,2552.0,5,4.0
Condo for sale,New York,2649000,1500.0,3,3.0
Condo for sale,Queens,925000,787.0,2,2.0
Condo for sale,Brooklyn,559000,579.0,1,1.0
Condo for sale,New York,999999,807.0,1,2.0
Co-op for sale,Brooklyn,269000,700.0,1,1.0
Condo for sale,Brooklyn,838000,1054.0,2,2.0
Multi-family home for sale,Queens,2350000,8460.0,15,10.0
Co-op for sale,Queens,220000,792.0,1,1.0
Condo for sale,New York,729000,550.0,1,1.0
Condo for sale,New York,2045000,1039.0,3,2.0
Condo for sale,Queens,749000,1258.0,2,2.0
Pending,Brooklyn,399000,775.0,1,1.0
Co-op for sale,New York,250000,800.0,1,1.0
Condo for sale,New York,3695000,1978.0,2,2.0
Multi-family home for sale,Richmond County,680000,2240.0,3,2.0
Multi-family home for sale,Kings County,1195000,5100.0,14,6.0
Condo for sale,New York,2045000,1039.0,3,2.0
Co-op for sale,Brooklyn,495000,900.0,2,1.0
Pending,Brooklyn,314000,875.0,1,1.0
Condo for sale,New York,950000,1033.0,2,2.0
Co-op for sale,Queens,449000,1074.0,1,2.0
Townhouse for sale,Kings County,2995000,4100.0,7,4.0
Co-op for sale,Brooklyn,325000,775.0,1,1.0
Condo for sale,New York,1599000,1094.0,2,2.0
House for sale,Queens,649000,2000.0,3,2.0
Condo for sale,New York,1850000,703.0,1,1.0
Condo for sale,New York,1395000,1220.0,1,2.0
Multi-family home for sale,Kings County,1499000,2636.0,8,3.0
House for sale,Kings County,849000,1656.0,3,3.0
Condo for sale,Brooklyn,759000,1230.0,2,2.0
Pending,Staten Island,549999,1652.0,3,1.0
Condo for sale,New York,4995000,2184.0,3,4.0
Co-op for sale,Brooklyn,249000,1000.0,2,1.0
Condo for sale,Brooklyn,1500000,1218.0,1,2.0
Condo for sale,New York,695000,959.0,2,1.0
Co-op for sale,Brooklyn,325000,775.0,1,1.0
Condo for sale,New York,15500000,4134.0,5,6.0
House for sale,Queens,649000,2000.0,3,2.0
Co-op for sale,New York,1995000,1700.0,2,2.0
Condo for sale,Brooklyn,759000,1230.0,2,2.0
Townhouse for sale,Kings County,1799000,3300.0,6,4.0
Condo for sale,New York,3250000,1509.0,2,2.0
Co-op for sale,New York,750000,750.0,1,1.0
Townhouse for sale,Kings County,1999000,2487.0,4,2.0
Condo for sale,New York,4395000,3498.0,5,5.0
Contingent,Richmond County,368888,540.0,2,1.0
Multi-family home for sale,Queens,1290000,2340.0,6,5.0
House for sale,New York,11250000,4357.0,5,6.0
House for sale,Kings County,949900,1940.0,3,2.0
House for sale,Richmond County,599000,1232.0,3,2.0
Condo for sale,New York,7500000,2811.0,4,4.0
House for sale,New York,635000,500.0,3,1.0
House for sale,Kings County,1680000,1584.0,5,2.0
Condo for sale,Brooklyn,580000,667.0,2,1.0
Pending,Richmond County,838000,2780.0,4,4.0
Condo for sale,New York,8575000,1830.0,2,2.0
House for sale,Richmond County,619000,804.0,2,2.0
Condo for sale,New York,1200000,500.0,3,1.0
Co-op for sale,New York,8250000,3000.0,2,3.0
House for sale,Kings County,1150000,1600.0,3,2.0
Condo for sale,Brooklyn,375000,387.0,1,1.0
Condo for sale,New York,2488000,1483.0,2,2.0
Condo for sale,Brooklyn,935000,713.0,1,1.0
Multi-family home for sale,Kings County,604200,2000.0,5,3.0
Condo for sale,New York,5200000,3400.0,3,4.0
Multi-family home for sale,New York,950000,2500.0,3,2.0
Co-op for sale,Brooklyn,329000,950.0,2,1.0
Co-op for sale,New York,2495000,2500.0,3,3.0
Multi-family home for sale,New York,19995000,8900.0,7,8.0
Co-op for sale,Queens,595000,1075.0,2,2.0
Multi-family home for sale,Richmond County,850000,1696.0,3,2.0
Townhouse for sale,Queens,799000,1184.0,3,2.0
Multi-family home for sale,Richmond County,3200000,17000.0,3,4.0
Co-op for sale,Queens,639000,1100.0,3,1.0
House for sale,Richmond County,2199999,2848.0,4,2.0
Multi-family home for sale,Bronx,950000,3316.0,9,7.0
Multi-family home for sale,Richmond County,850000,1696.0,3,2.0
Condo for sale,Queens,720000,970.0,2,1.0
Condo for sale,New York,4780000,1882.0,2,2.0
Condo for sale,New York,760000,700.0,1,1.0
Condo for sale,New York,2350000,1628.0,2,2.0
Co-op for sale,Queens,339999,825.0,1,1.0
Co-op for sale,The Bronx,220000,900.0,1,1.0
Condo for sale,Queens,499000,750.0,1,1.0
Co-op for sale,New York,445000,550.0,3,1.0
Co-op for sale,Queens,299000,700.0,1,1.0
Condo for sale,New York,4075000,2150.0,3,3.0
Condo for sale,Queens,580000,950.0,2,2.0
Condo for sale,New York,995000,1015.0,2,2.0
Pending,Richmond County,825000,2444.0,6,2.0
Condo for sale,Queens,1525000,1329.0,2,2.0
Co-op for sale,New York,1995000,1800.0,3,3.0
Co-op for sale,Queens,217000,700.0,1,1.0
Condo for sale,Queens,468000,500.0,1,1.0
Multi-family home for sale,Kings County,1739888,3375.0,8,3.0
House for sale,Bronx,650000,1951.0,5,2.0
House for sale,Kings County,1690000,2958.0,10,4.0
Multi-family home for sale,Brooklyn,2100000,7984.0,3,8.0
Co-op for sale,New York,7450000,5500.0,3,2.0
Co-op for sale,Queens,450000,1115.0,1,1.0
House for sale,Richmond County,629000,1216.0,3,2.0
Co-op for sale,The Bronx,235000,660.0,1,1.0
House for sale,New York,485000,525.0,3,1.0
Condo for sale,New York,1588000,1108.0,2,2.0
House for sale,New York,2695000,1750.0,2,2.0
Condo for sale,The Bronx,585000,988.0,2,2.0
Condo for sale,New York,848880,713.0,1,1.0
Co-op for sale,Queens,268000,750.0,1,1.0
Condo for sale,New York,3700000,1756.0,3,3.0
Condo for sale,New York,1125000,743.0,1,1.0
Pending,Brooklyn,329000,1200.0,2,2.0
House for sale,Kings County,1380000,2520.0,4,2.0
Multi-family home for sale,Queens,2499000,2520.0,18,12.0
Condo for sale,Brooklyn,2395000,2155.0,4,3.0
Condo for sale,New York,8525000,2863.0,4,4.0
Multi-family home for sale,Richmond County,1229000,2816.0,6,5.0
Co-op for sale,New York,799000,950.0,1,1.0
Contingent,Richmond County,625000,1650.0,4,2.0
Townhouse for sale,Kings County,1225000,1821.0,4,4.0
Condo for sale,Staten Island,240000,800.0,1,1.0
Co-op for sale,The Bronx,165000,750.0,1,1.0
Co-op for sale,New York,765000,1000.0,1,2.0
Condo for sale,The Bronx,309000,862.0,2,1.0
Multi-family home for sale,Kings County,1250000,3496.0,6,3.0
Townhouse for sale,Kings County,2099000,3200.0,5,4.0
Condo for sale,New York,3795000,1981.0,3,3.0
Multi-family home for sale,Richmond County,1229000,2816.0,6,5.0
Condo for sale,New York,8525000,2863.0,4,4.0
House for sale,Richmond County,1249949,2720.0,4,4.0
Contingent,Richmond County,649999,2052.0,5,3.0
Condo for sale,Brooklyn,1075000,1144.0,2,2.0
Condo for sale,Brooklyn,1075000,1144.0,2,2.0
Condo for sale,Brooklyn,750000,592.0,1,1.0
Condo for sale,New York,1850000,1322.0,2,2.0
House for sale,Kings County,1288000,1692.0,3,2.0
Condo for sale,New York,5250000,2950.0,3,3.0
Multi-family home for sale,Bronx,1375000,3039.0,8,3.0
Co-op for sale,Queens,270000,700.0,2,1.0
Co-op for sale,New York,3585000,2237.0,3,3.0
House for sale,Richmond County,499000,1024.0,3,2.0
Condo for sale,Brooklyn,595000,556.0,1,1.0
Multi-family home for sale,New York,5000000,1845.0,3,3.0
Condo for sale,New York,2995000,1784.0,2,2.0
Co-op for sale,The Bronx,469900,1200.0,3,2.0
Co-op for sale,The Bronx,159999,650.0,1,1.0
House for sale,Kings County,758000,1216.0,4,2.0
House for sale,Bronx,599999,1048.0,2,2.0
Multi-family home for sale,Kings County,2100000,3750.0,8,4.0
House for sale,Queens,620000,1280.0,3,2.0
House for sale,Bronx,849000,1890.0,3,2.0
Co-op for sale,The Bronx,469900,1200.0,3,2.0
Co-op for sale,New York,3250000,2610.0,3,3.0
Co-op for sale,New York,1575000,1157.0,2,2.0
Co-op for sale,Brooklyn,259000,570.0,1,1.0
House for sale,Kings County,2300000,3850.0,6,4.0
Co-op for sale,New York,950000,775.0,2,1.0
Condo for sale,Brooklyn,749999,1602.0,3,3.0
Co-op for sale,Queens,639000,1050.0,3,1.0
Condo for sale,New York,2300000,1700.0,3,3.0
Multi-family home for sale,Queens,1698888,3025.0,10,6.0
Multi-family home for sale,Kings County,1180000,1528.0,4,3.0
Condo for sale,New York,6750000,2320.0,2,2.0
Townhouse for sale,Richmond County,499000,1890.0,3,2.0
Co-op for sale,New York,600000,750.0,1,1.0
House for sale,Bronx,489000,2500.0,7,3.0
Townhouse for sale,Richmond County,499000,1890.0,3,2.0
Co-op for sale,New York,600000,750.0,1,1.0
Co-op for sale,Brooklyn,319000,750.0,1,1.0
Townhouse for sale,New York,10750000,6532.0,10,10.0
Co-op for sale,New York,520000,730.0,1,1.0
Co-op for sale,New York,689000,1000.0,1,1.0
Condo for sale,New York,5750000,3700.0,3,3.0
House for sale,Queens,899000,1400.0,4,2.0
Co-op for sale,New York,1825000,1500.0,3,2.0
Pending,Queens,249000,700.0,1,1.0
Co-op for sale,Queens,232000,750.0,1,1.0
Condo for sale,New York,1100000,988.0,2,1.0
Condo for sale,New York,4999000,1666.0,2,2.0
Multi-family home for sale,Queens,1690000,4600.0,7,7.0
Multi-family home for sale,Kings County,849999,2217.0,4,2.0
Condo for sale,Brooklyn,1695000,1827.0,3,2.0
Multi-family home for sale,Richmond County,669000,2675.0,2,1.0
Condo for sale,New York,2800000,1687.0,3,2.0
Condo for sale,Brooklyn,459000,548.0,1,1.0
Townhouse for sale,New York,13650000,6800.0,6,2.0
Condo for sale,New York,15900000,3698.0,4,4.0
Condo for sale,New York,4995000,1960.0,3,4.0
Condo for sale,New York,2250000,1710.0,3,1.0
Condo for sale,Brooklyn,989000,930.0,3,1.0
Co-op for sale,Queens,309999,650.0,1,1.0
Condo for sale,New York,4880000,2130.0,3,3.0
Condo for sale,Queens,600000,830.0,1,1.0
Condo for sale,New York,5400000,2515.0,3,4.0
Co-op for sale,Queens,240000,750.0,1,1.0
Townhouse for sale,Queens,1790000,2736.0,4,5.0
Co-op for sale,Brooklyn,225000,622.0,1,1.0
Multi-family home for sale,Richmond County,1299000,3733.0,6,5.0
Condo for sale,New York,1625000,995.0,1,2.0
Condo for sale,Staten Island,385000,910.0,2,1.0
House for sale,Richmond County,1396000,2444.0,4,4.0
Multi-family home for sale,Kings County,1195000,2400.0,3,3.0
Co-op for sale,New York,599000,1025.0,1,2.0
Condo for sale,Manhattan,5200000,1394.0,2,3.0
Co-op for sale,New York,5600000,3200.0,5,4.0
Pending,New York,700000,500.0,1,1.0
Contingent,Richmond County,469000,1352.0,3,2.0
Co-op for sale,Queens,729888,1600.0,2,2.0
House for sale,Kings County,949000,2172.0,4,2.0
House for sale,Richmond County,650000,1500.0,3,2.0
Townhouse for sale,New York,16500000,5129.0,5,6.0
House for sale,Richmond County,579999,1152.0,3,2.0
Co-op for sale,Queens,535000,1350.0,3,2.0
Co-op for sale,New York,1250000,1500.0,2,2.0
Multi-family home for sale,Kings County,1388000,2520.0,4,2.0
Condo for sale,Queens,550000,712.0,1,1.0
Multi-family home for sale,Kings County,2599000,4662.0,3,6.0
House for sale,Bronx,840000,1675.0,3,2.0
Co-op for sale,New York,1250000,1500.0,2,2.0
House for sale,Kings County,949000,2172.0,4,2.0
Condo for sale,Brooklyn,2800000,3341.0,3,3.0
Condo for sale,Queens,725000,800.0,2,2.0
Co-op for sale,Brooklyn,349999,873.0,2,1.0
Co-op for sale,The Bronx,280000,1050.0,2,1.0
Condo for sale,Queens,595000,739.0,2,2.0
Multi-family home for sale,New York,3200000,4360.0,6,5.0
Townhouse for sale,New York,15990000,6000.0,8,8.0
Condo for sale,New York,2350000,1428.0,2,2.0
Condo for sale,Queens,705000,631.0,1,1.0
Townhouse for sale,Richmond County,599999,1800.0,3,2.0
